Time (s)	Throttle (u)	Thrust (N)
40.7170	998	0.660178
40.7290	869	0.710284
40.7400	556	1.085852
40.7530	273	1.568828
40.7640	212	1.829279
40.7760	416	1.651183
40.7880	745	1.158440
40.7990	975	0.729347
40.8110	948	0.647395
40.8220	683	0.918774
40.8350	361	1.409572
40.8460	202	1.794750
40.8580	315	1.769139
40.8690	623	1.350840
40.8820	915	0.858656
40.8930	991	0.598921
40.9050	798	0.718664
40.9170	469	1.167872
40.9290	229	1.640724
40.9400	244	1.787912
40.9520	504	1.487613
40.9640	829	0.983116
40.9760	996	0.623705
40.9870	890	0.606608
40.9990	584	0.939826
41.0110	288	1.451073
41.0230	207	1.747729
41.0340	397	1.605703
41.0470	727	1.138975
41.0580	969	0.706194
41.0690	955	0.568549
41.0810	696	0.801935
41.0930	369	1.278050
41.1050	202	1.688997
41.1160	311	1.691254
41.1290	619	1.300622
41.1400	914	0.818965
41.1520	991	0.571365
41.1630	796	0.695645
41.1760	464	1.117788
41.1870	227	1.585500
41.1990	248	1.725917
41.2100	514	1.421551
41.2230	840	0.928227
41.2340	998	0.586875
41.2460	878	0.601289
41.2580	564	0.953951
41.2700	275	1.450269
41.2810	212	1.737314
41.2930	420	1.553408
41.3050	753	1.070253
41.3170	979	0.669408
41.3280	939	0.573533
41.3390	662	0.851080
41.3520	340	1.350616
41.3630	201	1.749025
41.3750	340	1.712329
41.3870	662	1.260082
41.3990	940	0.779542
41.4100	979	0.584461
41.4220	751	0.764345
41.4340	417	1.223520
41.4460	211	1.690628
41.4570	279	1.793745
41.4700	572	1.439877
41.4810	885	0.916271
41.4930	997	0.624912
41.5040	828	0.711446
41.5170	498	1.112224
41.5280	240	1.589925
41.5400	235	1.796628
41.5510	488	1.550770
41.5630	820	1.050720
41.5750	996	0.678012
41.5860	891	0.673319
41.5990	580	1.013979
41.6100	282	1.503838
41.6220	210	1.801947
41.6330	414	1.656301
41.6460	749	1.176498
41.6570	979	0.751405
41.6690	939	0.658301
41.6800	658	0.928764
41.6930	335	1.413215
41.7040	201	1.791152
41.7160	350	1.748511
41.7280	677	1.310053
41.7400	949	0.816440
41.7510	972	0.621582
41.7630	729	0.836620
41.7750	393	1.313629
41.7870	205	1.740443
41.7980	299	1.773519
41.8110	608	1.395246
41.8220	910	0.889698
41.8330	991	0.609603
41.8450	791	0.726039
41.8570	454	1.179314
41.8690	221	1.642713
41.8800	260	1.772201
41.8920	542	1.454940
41.9040	866	0.950598
41.9160	998	0.625560
41.9270	844	0.658055
41.9400	514	1.016192
41.9510	245	1.498341
41.9630	232	1.713804
41.9740	483	1.476752
41.9870	818	0.988949
41.9980	996	0.624219
42.0100	888	0.611101
42.0210	571	0.933748
42.0340	275	1.435541
42.0450	213	1.741091
42.0570	431	1.564962
42.0690	770	1.080533
42.0810	986	0.682236
42.0920	922	0.600910
42.1030	624	0.883262
42.1160	309	1.384631
42.1270	204	1.757272
42.1390	386	1.679789
42.1500	723	1.201484
42.1630	971	0.751159
42.1740	949	0.616956
42.1860	672	0.853918
42.1980	343	1.339174
42.2100	201	1.751774
42.2210	348	1.747885
42.2330	679	1.326703
42.2450	952	0.842029
42.2570	968	0.644042
42.2680	715	0.830586
42.2810	378	1.300019
42.2920	202	1.730029
42.3040	317	1.775352
42.3150	639	1.401817
42.3280	931	0.909723
42.3390	981	0.670883
42.3500	751	0.821736
42.3620	410	1.267479
42.3740	208	1.715212
42.3860	293	1.799890
42.3970	603	1.448101
42.4100	910	0.946486
42.4210	990	0.665385
42.4330	782	0.789822
42.4440	440	1.227095
42.4570	215	1.686404
42.4680	273	1.801231
42.4800	571	1.472997
42.4910	890	0.962287
42.5040	995	0.638768
42.5150	808	0.710060
42.5270	467	1.133142
42.5390	224	1.602083
42.5510	258	1.763149
42.5620	545	1.476595
42.5740	872	0.976411
42.5860	998	0.649116
42.5970	828	0.671218
42.6090	489	1.034093
42.6200	232	1.527885
42.6330	247	1.724643
42.6440	524	1.463991
42.6560	856	0.983183
42.6680	998	0.641383
42.6800	844	0.647439
42.6910	508	0.998737
42.7030	240	1.479143
42.7150	239	1.697847
42.7270	507	1.459365
42.7380	844	0.971383
42.7510	998	0.617917
42.7620	856	0.626678
42.7740	522	0.980791
42.7850	246	1.482764
42.7980	234	1.720084
42.8090	495	1.484619
42.8210	835	1.005755
42.8320	998	0.654367
42.8450	863	0.645137
42.8560	531	0.982222
42.8670	250	1.482585
42.8800	231	1.763842
42.8910	488	1.561945
42.9030	829	1.052039
42.9140	998	0.684136
42.9270	867	0.672894
42.9380	535	1.009532
42.9500	252	1.499972
42.9610	230	1.768021
42.9740	486	1.590640
42.9850	828	1.106860
42.9970	998	0.721503
43.0090	867	0.708116
43.0210	535	1.039434
43.0320	251	1.533406
43.0440	230	1.795711
43.0560	488	1.586349
43.0680	830	1.100692
43.0790	998	0.718597
43.0920	864	0.708518
43.1030	530	1.057157
43.1140	249	1.539373
43.1260	233	1.787845
43.1380	495	1.576225
43.1500	837	1.086456
43.1610	998	0.688516
43.1730	857	0.673073
43.1850	520	1.040976
43.1970	244	1.530321
43.2080	237	1.764691
43.2210	507	1.534545
43.2320	847	1.042563
43.2440	999	0.672850
43.2550	846	0.644959
43.2680	506	0.974668
43.2790	237	1.458024
43.2910	244	1.689019
43.3020	523	1.447408
43.3150	860	0.970198
43.3260	998	0.636824
43.3380	831	0.649473
43.3500	487	1.003028
43.3610	229	1.501022
43.3730	254	1.708395
43.3840	544	1.428121
43.3970	876	0.951336
43.4080	996	0.630186
43.4200	812	0.679264
43.4310	464	1.053313
43.4440	220	1.539373
43.4550	268	1.758881
43.4670	570	1.473444
43.4790	895	0.960320
43.4910	993	0.658480
43.5020	787	0.728118
43.5140	437	1.126504
43.5260	212	1.607380
43.5380	286	1.773966
43.5490	601	1.473332
43.5620	916	0.976322
43.5730	986	0.685700
43.5850	758	0.799410
43.5960	407	1.220614
43.6090	205	1.672325
43.6200	309	1.767954
43.6310	637	1.431451
43.6430	936	0.933099
43.6550	975	0.671956
43.6670	722	0.827011
43.6780	374	1.272798
43.6910	201	1.711658
43.7020	337	1.752914
43.7140	677	1.362439
43.7250	957	0.875216
43.7380	958	0.633002
43.7490	681	0.804662
43.7610	340	1.282051
43.7720	201	1.687142
43.7850	373	1.677308
43.7960	721	1.259210
43.8080	975	0.795521
43.8200	936	0.625024
43.8320	634	0.837447
43.8430	305	1.305114
43.8550	207	1.677487
43.8670	415	1.597032
43.8790	768	1.156474
43.8900	989	0.739560
43.9020	905	0.628667
43.9140	581	0.893609
43.9250	272	1.386687
43.9370	219	1.698629
43.9490	465	1.541093
43.9610	816	1.079505
43.9720	997	0.693835
43.9840	866	0.651887
43.9960	525	0.973483
44.0080	243	1.467343
44.0190	241	1.743594
44.0320	522	1.534612
44.0430	864	1.033959
44.0550	997	0.681342
44.0660	817	0.696338
44.0790	465	1.063615
44.0900	219	1.545452
44.1020	273	1.743818
44.1130	586	1.481467
44.1260	909	0.993061
44.1370	987	0.685097
44.1480	759	0.775586
44.1610	404	1.190935
44.1730	204	1.648210
44.1840	317	1.759216
44.1950	654	1.412544
44.2080	948	0.909142
44.2190	965	0.637628
44.2310	692	0.779721
44.2430	345	1.253891
44.2550	201	1.673800
44.2660	373	1.681644
44.2780	726	1.270117
44.2900	978	0.803142
44.3020	928	0.627616
44.3130	617	0.834788
44.3250	292	1.306187
44.3370	212	1.664905
44.3490	441	1.576896
44.3600	797	1.132136
44.3730	995	0.720318
44.3840	877	0.636198
44.3960	537	0.933479
44.4070	247	1.420098
44.4190	239	1.687477
44.4310	520	1.478629
44.4420	865	1.005062
44.4540	997	0.655105
44.4660	811	0.670481
44.4780	455	1.029400
44.4890	215	1.514007
44.5020	284	1.721290
44.5130	607	1.443765
44.5250	923	0.934731
44.5360	980	0.655194
44.5490	730	0.773262
44.5600	375	1.196634
44.5720	201	1.646110
44.5830	348	1.723816
44.5960	698	1.366774
44.6070	968	0.896068
44.6190	941	0.693142
44.6310	638	0.903085
44.6430	304	1.377345
44.6540	208	1.756892
44.6660	429	1.695992
44.6780	788	1.248416
44.6890	994	0.788370
44.7010	881	0.683756
44.7130	540	0.990982
44.7250	247	1.476506
44.7360	240	1.754634
44.7480	525	1.557073
44.7600	870	1.061872
44.7720	996	0.685901
44.7830	800	0.677766
44.7950	440	1.045245
44.8070	211	1.524354
44.8190	297	1.675096
44.8300	630	1.375378
44.8430	938	0.903644
44.8540	970	0.631103
44.8660	700	0.747919
44.8770	348	1.182666
44.8900	201	1.608028
44.9010	380	1.617950
44.9130	738	1.218290
44.9240	983	0.771005
44.9370	915	0.623549
44.9480	589	0.875485
44.9590	271	1.351622
44.9720	223	1.713267
44.9830	483	1.601569
44.9950	839	1.113631
45.0060	998	0.721659
45.0190	831	0.698931
45.0300	473	1.041133
45.0420	219	1.517985
45.0540	278	1.740220
45.0660	601	1.484060
45.0770	923	1.002805
45.0890	979	0.695869
45.1010	723	0.805578
45.1130	365	1.231565
45.1240	201	1.671207
45.1360	365	1.731928
45.1480	723	1.348225
45.1600	979	0.864467
45.1710	922	0.652155
45.1840	598	0.868959
45.1950	276	1.361299
45.2070	221	1.710027
45.2180	479	1.594507
45.2310	837	1.131019
45.2420	998	0.730956
45.2530	829	0.664827
45.2650	469	0.980389
45.2770	218	1.455051
45.2890	282	1.652635
45.3000	611	1.393190
45.3130	930	0.923400
45.3240	974	0.647618
45.3360	708	0.760255
45.3470	351	1.174733
45.3600	201	1.619984
45.3710	383	1.669665
45.3830	745	1.259032
45.3950	986	0.806204
45.4070	905	0.657876
45.4180	569	0.901923
45.4300	258	1.385190
45.4420	233	1.723056
45.4540	513	1.609659
45.4650	866	1.139601
45.4770	996	0.750846
45.4890	794	0.749930
45.5000	430	1.123309
45.5120	207	1.592652
45.5240	313	1.754947
45.5360	659	1.446514
45.5470	955	0.950665
45.5590	953	0.698417
45.5710	654	0.876490
45.5830	309	1.340895
45.5940	208	1.729805
45.6060	436	1.688214
45.6180	801	1.240125
45.6300	997	0.792169
45.6410	858	0.678035
45.6540	501	0.965594
45.6650	227	1.454381
45.6770	267	1.690203
45.6880	587	1.461890
45.7010	918	0.987518
45.7120	980	0.665743
45.7240	721	0.734554
45.7350	359	1.150417
45.7480	201	1.586640
45.7590	379	1.630734
45.7700	744	1.234917
45.7830	987	0.793421
45.7940	901	0.643372
45.8060	560	0.886704
45.8170	252	1.372406
45.8300	239	1.712440
45.8410	531	1.589970
45.8530	882	1.125588
45.8650	993	0.747360
45.8770	769	0.751316
45.8880	402	1.132158
45.9000	202	1.600027
45.9120	341	1.733023
45.9240	699	1.405750
45.9350	973	0.923020
45.9470	928	0.696696
45.9590	603	0.911712
45.9710	275	1.384832
45.9820	223	1.737024
45.9950	493	1.635516
46.0060	854	1.168497
46.0180	997	0.746354
46.0290	801	0.687265
46.0410	432	1.035099
46.0530	207	1.508934
46.0640	317	1.667520
46.0760	670	1.365635
46.0880	962	0.887598
46.1000	944	0.641785
46.1110	630	0.806226
46.1240	290	1.263188
46.1350	216	1.639562
46.1470	471	1.567152
46.1580	837	1.119442
46.1710	998	0.714284
46.1820	817	0.670615
46.1940	449	1.004213
46.2060	210	1.483993
46.2180	307	1.706004
46.2290	656	1.438871
46.2410	956	0.942486
46.2530	949	0.685253
46.2650	640	0.841403
46.2760	296	1.297359
46.2880	214	1.697489
46.3000	465	1.663251
46.3120	832	1.226671
46.3230	998	0.808752
46.3350	819	0.751629
46.3470	450	1.087573
46.3580	210	1.561118
46.3700	308	1.739013
46.3820	659	1.450068
46.3940	958	0.953973
46.4050	947	0.679085
46.4170	634	0.802986
46.4290	291	1.239611
46.4410	216	1.634332
46.4520	475	1.578639
46.4650	842	1.140271
46.4760	998	0.738376
46.4880	807	0.679063
46.4990	436	1.005285
46.5120	207	1.488150
46.5230	320	1.673218
46.5350	677	1.359153
46.5470	967	0.890145
46.5590	935	0.661988
46.5700	611	0.830340
46.5820	276	1.289850
46.5940	224	1.670559
46.6050	500	1.626823
46.6170	863	1.184991
46.6280	995	0.776167
46.6410	781	0.755048
46.6520	407	1.106167
46.6640	202	1.568627
46.6760	346	1.715614
46.6880	712	1.400387
46.6990	980	0.918238
46.7110	913	0.694438
46.7230	571	0.918863
46.7350	254	1.398353
46.7460	241	1.716709
46.7580	543	1.570370
46.7700	895	1.100111
46.7820	987	0.725146
46.7930	737	0.718240
46.8060	366	1.085539
46.8170	201	1.538367
46.8290	387	1.615045
46.8400	761	1.254115
46.8530	992	0.807992
46.8640	877	0.646590
46.8750	516	0.888179
46.8870	229	1.368294
46.8990	270	1.645931
46.9110	603	1.436122
46.9220	933	0.962108
46.9350	967	0.662726
46.9460	676	0.761395
46.9580	317	1.185125
46.9690	208	1.614732
46.9820	447	1.642489
46.9930	821	1.243276
47.0050	999	0.809512
47.0170	821	0.715938
47.0290	447	1.035769
47.0400	208	1.509448
47.0520	318	1.707881
47.0640	679	1.431272
47.0760	969	0.940921
47.0870	930	0.691399
47.0990	596	0.886368
47.1110	266	1.357723
47.1230	233	1.706429
47.1340	528	1.594350
47.1470	887	1.135377
47.1580	989	0.736119
47.1690	743	0.710418
47.1810	369	1.079393
47.1930	201	1.533227
47.2050	390	1.609748
47.2160	767	1.251478
47.2280	994	0.815076
47.2400	867	0.659262
47.2520	501	0.915600
47.2630	222	1.394397
47.2760	283	1.686471
47.2870	628	1.481669
47.2990	947	0.980657
47.3100	954	0.691667
47.3230	642	0.814607
47.3340	292	1.262674
47.3460	218	1.667006
47.3580	488	1.646244
47.3700	859	1.223698
47.3810	995	0.812730
47.3930	775	0.781062
47.4050	396	1.137500
47.4170	201	1.593166
47.4280	366	1.715793
47.4390	742	1.383715
47.4520	989	0.900962
47.4630	884	0.682951
47.4750	522	0.901074
47.4870	229	1.387737
47.4990	272	1.665352
47.5100	612	1.470584
47.5220	940	0.999564
47.5340	960	0.686058
47.5460	652	0.767340
47.5570	297	1.183963
47.5690	216	1.585523
47.5810	484	1.552871
47.5930	856	1.128605
47.6040	995	0.726039
47.6170	774	0.686639
47.6280	394	1.035747
47.6400	201	1.505626
47.6510	371	1.678381
47.6640	749	1.354147
47.6750	991	0.873898
47.6860	876	0.698662
47.6990	508	0.951559
47.7110	224	1.420836
47.7220	283	1.702406
47.7330	631	1.503972
47.7460	951	1.023477
47.7570	949	0.725369
47.7690	628	0.863796
47.7800	280	1.308780
47.7930	225	1.694003
47.8040	513	1.633684
47.8160	880	1.182219
47.8280	990	0.766043
47.8400	741	0.716787
47.8510	362	1.075013
47.8630	201	1.528690
47.8750	406	1.612408
47.8870	789	1.258115
47.8980	997	0.823010
47.9100	840	0.682974
47.9220	461	0.946330
47.9340	210	1.419517
47.9450	317	1.642199
47.9570	685	1.362975
47.9690	974	0.896179
47.9800	917	0.657720
47.9920	567	0.848756
48.0040	247	1.318121
48.0160	252	1.672436
48.0270	578	1.564604
48.0390	924	1.104737
48.0510	970	0.752701
48.0630	673	0.820731
48.0740	308	1.237018
48.0870	213	1.654088
48.0980	477	1.654937
48.1100	854	1.225643
48.1210	995	0.784369
48.1340	769	0.702931
48.1450	386	1.031947
48.1570	201	1.505783
48.1690	386	1.637975
48.1810	770	1.306344
48.1920	996	0.849180
48.2040	852	0.684248
48.2160	474	0.919132
48.2270	212	1.386508
48.2390	311	1.633594
48.2500	679	1.374932
48.2630	973	0.911399
48.2740	918	0.668447
48.2860	566	0.843057
48.2980	245	1.299281
48.3100	255	1.661195
48.3210	587	1.552737
48.3330	930	1.097518
48.3450	964	0.756031
48.3570	657	0.818093
48.3680	296	1.239074
48.3800	219	1.650982
48.3920	499	1.637707
48.4040	873	1.212636
48.4150	991	0.783945
48.4280	741	0.747114
48.4390	358	1.122392
48.4510	202	1.563979
48.4620	419	1.650803
48.4750	806	1.278900
48.4860	998	0.830609
48.4970	816	0.695623
48.5100	430	0.962153
48.5210	203	1.404677
48.5330	350	1.577902
48.5440	732	1.298142
48.5570	989	0.860578
48.5680	879	0.664737
48.5800	505	0.872848
48.5910	220	1.343956
48.6040	294	1.647071
48.6150	657	1.457957
48.6270	965	0.972768
48.6390	928	0.700897
48.6510	580	0.850812
48.6620	250	1.306053
48.6740	252	1.663407
48.6860	582	1.555151
48.6980	929	1.096825
48.7090	964	0.725682
48.7210	652	0.771921
48.7330	291	1.196858
48.7450	222	1.597367
48.7560	512	1.578081
48.7690	885	1.157256
48.7800	987	0.756031
48.7910	720	0.717167
48.8030	339	1.056732
48.8150	206	1.489580
48.8270	448	1.546502
48.8380	835	1.173883
48.8510	997	0.757573
48.8620	780	0.678906
48.8740	391	0.993999
48.8850	201	1.471299
48.8980	391	1.646802
48.9090	781	1.336738
48.9210	997	0.868132
48.9320	833	0.718910
48.9450	446	0.984099
48.9560	205	1.446380
48.9680	342	1.674984
48.9800	726	1.412365
48.9920	988	0.938731
49.0030	878	0.711066
49.0150	501	0.935379
49.0270	218	1.406801
49.0390	302	1.674783
49.0500	671	1.453375
49.0610	972	0.984144
49.0740	915	0.700204
49.0850	554	0.829625
49.0970	237	1.268820
49.1090	269	1.601748
49.1210	619	1.455208
49.1320	951	0.994379
49.1440	944	0.684471
49.1560	605	0.780548
49.1680	261	1.206155
49.1790	244	1.607111
49.1910	570	1.541563
49.2030	925	1.080354
49.2150	965	0.725369
49.2260	652	0.777620
49.2390	288	1.191427
49.2500	225	1.608184
49.2620	525	1.608564
49.2730	897	1.189438
49.2860	981	0.802181
49.2970	695	0.809623
49.3090	317	1.189282
49.3210	213	1.611693
49.3330	484	1.632946
49.3440	867	1.226470
49.3550	991	0.798538
49.3680	734	0.730599
49.3790	346	1.049916
49.3910	205	1.476305
49.4020	448	1.563710
49.4150	838	1.198512
49.4260	996	0.783989
49.4380	768	0.693254
49.4500	375	1.012057
49.4620	201	1.471299
49.4730	416	1.642109
49.4850	810	1.321049
49.4970	998	0.859751
49.5090	797	0.735448
49.5200	403	1.026248
49.5320	201	1.483658
49.5440	388	1.664167
49.5560	783	1.364673
49.5670	998	0.903242
49.5800	823	0.730688
49.5910	429	1.009330
49.6030	202	1.472684
49.6140	365	1.663698
49.6270	758	1.372540
49.6380	995	0.901096
49.6490	844	0.690662
49.6620	452	0.901007
49.6730	205	1.358148
49.6850	346	1.586059
49.6960	736	1.332871
49.7090	992	0.878904
49.7200	862	0.663709
49.7320	473	0.877876
49.7430	209	1.347420
49.7560	330	1.635852
49.7670	716	1.419919
49.7790	988	0.933457
49.7910	876	0.711468
49.8030	491	0.916763
49.8140	213	1.380921
49.8260	317	1.668861
49.8380	700	1.461309
49.8500	984	0.985283
49.8610	887	0.732319
49.8720	506	0.936854
49.8850	217	1.404320
49.8960	308	1.680415
49.9080	687	1.469958
49.9200	980	0.998626
49.9320	895	0.724721
49.9430	517	0.865316
49.9550	221	1.293985
49.9670	301	1.589523
49.9790	678	1.408477
49.9900	977	0.958845
50.0030	901	0.697478
50.0140	525	0.857047
50.0260	223	1.316557
50.0370	296	1.651362
50.0500	672	1.484350
50.0610	975	1.005174
50.0730	904	0.740343
50.0840	529	0.901722
50.0970	224	1.349566
50.1080	294	1.670023
50.1200	669	1.516823
50.1320	974	1.054721
50.1440	905	0.737705
50.1550	530	0.867774
50.1660	224	1.333587
50.1790	294	1.649328
50.1900	670	1.476238
50.2020	975	1.019186
50.2130	904	0.730241
50.2260	528	0.854566
50.2370	223	1.298991
50.2490	297	1.619560
50.2610	674	1.448771
50.2730	977	0.984971
50.2840	900	0.706015
50.2960	522	0.868288
50.3080	221	1.332357
50.3200	301	1.663810
50.3310	682	1.515482
50.3430	979	1.062051
50.3550	894	0.778693
50.3670	512	0.946665
50.3780	218	1.409907
50.3910	309	1.711770
50.4020	693	1.514655
50.4140	983	1.036864
50.4250	886	0.748790
50.4370	499	0.908672
50.4490	214	1.376719
50.4600	319	1.652300
50.4730	707	1.444927
50.4840	987	0.985060
50.4960	874	0.725972
50.5070	484	0.902012
50.5200	210	1.365523
50.5310	332	1.633393
50.5430	725	1.391469
50.5540	991	0.939066
50.5670	860	0.710306
50.5780	464	0.914930
50.5900	206	1.391425
50.6020	348	1.665531
50.6140	745	1.446469
50.6250	995	0.993418
50.6370	842	0.776458
50.6490	442	1.009800
50.6610	203	1.472126
50.6720	368	1.700014
50.6840	769	1.429082
50.6960	997	0.949682
50.7070	820	0.731135
50.7190	418	0.968097
50.7310	201	1.443542
50.7430	391	1.626666
50.7540	795	1.331821
50.7660	999	0.886905
50.7780	794	0.721972
50.7900	391	0.980523
50.8010	201	1.447565
50.8140	419	1.612698
50.8250	822	1.271815
50.8370	997	0.844845
50.8480	764	0.736476
50.8610	362	1.035948
50.8720	204	1.498765
50.8840	451	1.652591
50.8950	851	1.323530
50.9080	992	0.876692
50.9190	730	0.770647
50.9310	333	1.111508
50.9430	210	1.559375
50.9550	488	1.644635
50.9660	881	1.263859
50.9770	983	0.829223
50.9900	691	0.761998
51.0010	304	1.103195
51.0130	222	1.524042
51.0240	530	1.550569
51.0370	909	1.164519
51.0480	969	0.786872
51.0600	647	0.774000
51.0720	276	1.155446
51.0840	239	1.588987
51.0950	575	1.613123
51.1070	937	1.204099
51.1190	949	0.825245
51.1310	599	0.872915
51.1420	250	1.280464
51.1550	263	1.664301
51.1660	625	1.599692
51.1780	961	1.139891
51.1890	922	0.780972
51.2020	548	0.865093
51.2130	228	1.319060
51.2250	294	1.649730
51.2360	677	1.501291
51.2490	980	1.042496
51.2600	887	0.752143
51.2710	495	0.893140
51.2840	211	1.341274
51.2950	332	1.634377
51.3070	732	1.410734
51.3180	993	0.945704
51.3310	844	0.724453
51.3420	440	0.943290
51.3540	202	1.406443
51.3650	380	1.663631
51.3780	787	1.420947
51.3890	998	0.970220
51.4010	793	0.796393
51.4130	385	1.069918
51.4250	202	1.525338
51.4360	435	1.688125
51.4480	840	1.358975
51.4600	994	0.899778
51.4720	734	0.762646
51.4830	333	1.056531
51.4950	212	1.508643
51.5070	497	1.599982
51.5180	890	1.232191
51.5300	978	0.828843
51.5420	668	0.781509
51.5540	286	1.136427
51.5650	234	1.568962
51.5770	566	1.582438
51.5890	934	1.146506
51.6010	949	0.779654
51.6120	596	0.813423
51.6250	247	1.235878
51.6360	269	1.632164
51.6480	640	1.572851
51.6590	968	1.128918
51.6720	908	0.779117
51.6830	521	0.870657
51.6950	218	1.321786
51.7060	317	1.641394
51.7190	715	1.475769
51.7300	991	1.019052
51.7420	852	0.757752
51.7540	446	0.924853
51.7660	202	1.378954
51.7770	379	1.622577
51.7890	790	1.343375
51.8010	998	0.892380
51.8130	784	0.732744
51.8240	374	0.997575
51.8350	203	1.453085
51.8480	453	1.638578
51.8590	859	1.342727
51.8710	989	0.918729
51.8830	705	0.827748
51.8950	309	1.161033
51.9060	222	1.600206
51.9180	537	1.651809
51.9300	919	1.250182
51.9420	960	0.837000
51.9530	617	0.800505
51.9660	255	1.172900
51.9770	261	1.576024
51.9890	628	1.521963
52.0000	965	1.082969
52.0130	912	0.756568
52.0240	525	0.856064
52.0360	218	1.287258
52.0470	319	1.632186
52.0600	720	1.484440
52.0710	992	1.010850
52.0820	844	0.763943
52.0950	434	0.964969
52.1060	201	1.423339
52.1180	395	1.675654
52.1290	809	1.421104
52.1420	998	0.953638
52.1530	759	0.787520
52.1650	349	1.092333
52.1760	208	1.542166
52.1890	488	1.650602
52.2000	887	1.285090
52.2120	978	0.855103
52.2240	661	0.788012
52.2360	278	1.131644
52.2470	241	1.539663
52.2590	590	1.520399
52.2710	949	1.095283
52.2830	931	0.752232
52.2940	555	0.820239
52.3070	227	1.243030
52.3180	301	1.615961
52.3300	697	1.523192
52.3410	988	1.076846
52.3530	859	0.797220
52.3650	450	0.985574
52.3760	202	1.445151
52.3880	385	1.686717
52.4000	800	1.433239
52.4120	998	0.960499
52.4230	765	0.756456
52.4360	352	0.996413
52.4470	208	1.428144
52.4590	488	1.555732
52.4700	889	1.216793
52.4830	976	0.819077
52.4940	654	0.771988
52.5060	273	1.124739
52.5170	247	1.558503
52.5300	604	1.594238
52.5410	957	1.193081
52.5530	920	0.823301
52.5650	535	0.888402
52.5770	219	1.319127
52.5880	318	1.653887
52.5990	724	1.511750
52.6120	994	1.060866
52.6230	834	0.767653
52.6350	418	0.946620
52.6460	201	1.407762
52.6590	418	1.613123
52.6700	834	1.330793
52.6820	994	0.899286
52.6940	722	0.748656
52.7060	316	1.032797
52.7170	221	1.490295
52.7290	539	1.581589
52.7410	924	1.185259
52.7530	953	0.797287
52.7640	595	0.797913
52.7770	241	1.191673
52.7880	281	1.594797
52.8000	670	1.545049
52.8110	982	1.105161
52.8240	874	0.801846
52.8350	464	0.964320
52.8470	203	1.417260
52.8580	378	1.675610
52.8710	796	1.433909
52.8820	998	0.965818
52.8930	761	0.749394
52.9060	346	0.984233
52.9170	210	1.414556
52.9290	503	1.530970
52.9400	902	1.180297
52.9530	967	0.800103
52.9640	626	0.784101
52.9760	256	1.145054
52.9870	265	1.562101
53.0000	643	1.560336
53.0110	974	1.146730
53.0230	890	0.812886
53.0350	485	0.925233
53.0470	206	1.364271
53.0580	363	1.656412
53.0700	781	1.447989
53.0820	998	0.984635
53.0940	773	0.754512
53.1050	356	0.987161
53.1180	208	1.444279
53.1290	495	1.577544
53.1400	898	1.232124
53.1520	969	0.822049
53.1640	630	0.773709
53.1760	257	1.123934
53.1870	264	1.546211
53.1990	645	1.537026
53.2110	975	1.090612
53.2230	887	0.775385
53.2340	479	0.903733
53.2470	205	1.343219
53.2580	371	1.638735
53.2700	791	1.434334
53.2810	998	0.976165
53.2940	760	0.754132
53.3050	343	0.987339
53.3170	212	1.441910
53.3280	514	1.571868
53.3410	912	1.220480
53.3520	960	0.822049
53.3640	605	0.783364
53.3760	244	1.147937
53.3880	280	1.553519
53.3990	674	1.511437
53.4100	984	1.068554
53.4230	863	0.771787
53.4350	446	0.919132
53.4460	201	1.362774
53.4570	403	1.629907
53.4700	825	1.398062
53.4810	994	0.950420
53.4930	720	0.792102
53.5050	310	1.100245
53.5170	226	1.534121
53.5280	562	1.600787
53.5400	940	1.215362
53.5520	935	0.815724
53.5640	552	0.815255
53.5750	223	1.205104
53.5880	317	1.554771
53.5990	730	1.420813
53.6110	996	0.984680
53.6220	814	0.734912
53.6350	390	0.935245
53.6460	203	1.395492
53.6580	463	1.611469
53.6690	878	1.340939
53.6810	978	0.921366
53.6930	650	0.846096
53.7040	265	1.185773
53.7170	258	1.590372
53.7280	638	1.579555
53.7400	974	1.154552
53.7510	886	0.798628
53.7640	473	0.862947
53.7750	204	1.278497
53.7870	383	1.563330
53.7980	808	1.342236
53.8110	996	0.903890
53.8220	734	0.730911
53.8340	319	1.003721
53.8460	223	1.459968
53.8580	555	1.587065
53.8690	938	1.225822
53.8810	936	0.831078
53.8930	551	0.852823
53.9050	221	1.253936
53.9160	322	1.616297
53.9290	739	1.503011
53.9400	997	1.042474
53.9510	801	0.762803
53.9630	375	0.954912
53.9750	205	1.409393
53.9870	485	1.573119
53.9980	896	1.254070
54.0100	968	0.838878
54.0220	619	0.777330
54.0340	248	1.120694
54.0450	279	1.541563
54.0580	677	1.500352
54.0690	987	1.053804
54.0810	852	0.764345
54.0920	429	0.916695
54.1050	201	1.359980
54.1160	430	1.615559
54.1280	854	1.374149
54.1390	986	0.924160
54.1520	674	0.758222
54.1630	277	1.050608
54.1750	250	1.479411
54.1870	625	1.495726
54.1990	971	1.099038
54.2100	890	0.761998
54.2210	474	0.836643
54.2340	203	1.260149
54.2450	388	1.586975
54.2570	817	1.406175
54.2680	995	0.943268
54.2810	717	0.773597
54.2920	304	1.054028
54.3040	232	1.492329
54.3160	584	1.578483
54.3280	954	1.208770
54.3390	915	0.815032
54.3510	511	0.833447
54.3630	209	1.262876
54.3750	359	1.592071
54.3860	787	1.420590
